╧;мЮХЛЕМНБЮМХЕ;цНД;бНГПЮЯР ЙНЛОЮМХХ, КЕР;яРЮРСЯ;нПЦЮМХГЮЖХНММН-ОПЮБНБЮЪ ТНПЛЮ;тНПЛЮ ЯНАЯРБЕММНЯРХ;нАНПНРМШЕ ЮЙРХБШ, RUB;юЙРХБШ  БЯЕЦН, RUB;мЕПЮЯОПЕДЕКЕММЮЪ ОПХАШКЭ (МЕОНЙПШРШИ САШРНЙ), RUB;дНКЦНЯПНВМШЕ НАЪГЮРЕКЭЯРБЮ, RUB;йПЮРЙНЯПНВМШЕ НАЪГЮРЕКЭЯРБЮ, RUB;яНБНЙСОМШИ ДНКЦ, RUB;бШПСВЙЮ, RUB;йНЩТТХЖХЕМР НАНПЮВХБЮЕЛНЯРХ ЯНБНЙСОМШУ ЮЙРХБНБ, %;нАНПНРМШЕ ЮЙРХБШ МЮ ЕДХМХЖС ЮЙРХБНБ;юЙРХБШ  БЯЕЦН МЮ ЕДХМХЖС ЮЙРХБНБ;мЕПЮЯОПЕДЕКЕММЮЪ ОПХАШКЭ (МЕОНЙПШРШИ САШРНЙ) МЮ ЕДХМХЖС ЮЙРХБНБ;дНКЦНЯПНВМШЕ НАЪГЮРЕКЭЯРБЮ МЮ ЕДХМХЖС ЮЙРХБНБ;йПЮРЙНЯПНВМШЕ НАЪГЮРЕКЭЯРБЮ МЮ ЕДХМХЖС ЮЙРХБНБ;яНБНЙСОМШИ ДНКЦ МЮ ЕДХМХЖС ЮЙРХБНБ;бШПСВЙЮ МЮ ЕДХМХЖС ЮЙРХБНБ;цНЯ ЯНАЯРБЕММНЯРЭ;вЮЯРХВМЮЪ;вЮЯРМЮЪ;юн;цНЯ ЯНАЯРБЕММНЯРЭ;яЕКЭЯЙНЕ УНГБН;мЕЙНЛ;йННОЕПЮРХБШ;ннн
841;йнтеимше юбрнлюрш тхкхоонбни, ннн;20,00;15,50;0,00;5,00;0,00;7219000,00;16827000,00;15271000,00;1511000,00;35000,00;1546000,00;3378000,00;0,19;0,43;1,00;0,91;0,09;0,00;0,09;0,20;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
842;йну юбрнлюпйер, ннн;20,00;7,00;0,00;5,00;0,00;442437000,00;454316000,00;263216000,00;1514000,00;189576000,00;191090000,00;353010000,00;0,98;0,97;1,00;0,58;0,00;0,42;0,42;0,78;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
843;йнвемебяйхи лъянйнлахмюр, яоой;20,00;3,50;0,00;2,00;0,00;8635000,00;74951000,00;506000,00;29758000,00;6177000,00;35935000,00;7004000,00;0,13;0,12;1,00;0,01;0,40;0,08;0,48;0,09;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
844;йой, ннн;20,00;9,00;0,00;5,00;0,00;60707000,00;93374000,00;3132000,00;77103000,00;9249000,00;86352000,00;57305000,00;0,72;0,65;1,00;0,03;0,83;0,10;0,92;0,61;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
845;йондьхомхйрнпц, ннн;20,00;17,00;0,00;5,00;0,00;1174000,00;1174000,00;78000,00;881000,00;205000,00;1086000,00;1181000,00;0,89;1,00;1,00;0,07;0,75;0,17;0,93;1,01;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
846;йоу, ннн;20,00;12,50;0,00;5,00;0,00;5557000,00;6274000,00;-725000,00;6505000,00;472000,00;6977000,00;3584000,00;0,48;0,89;1,00;-0,12;1,04;0,08;1,11;0,57;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
847;йп. унг-бн йсвепнбю к.х.;20,00;29,50;0,00;2,00;0,00;15248000,00;57773000,00;40131000,00;6263000,00;528000,00;6791000,00;21530000,00;0,38;0,26;1,00;0,69;0,11;0,01;0,12;0,37;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
848;йпюоо, йту;20,00;28,00;0,00;2,00;0,00;216970000,00;400117000,00;373273000,00;10200000,00;702000,00;10902000,00;245523000,00;0,67;0,54;1,00;0,93;0,03;0,00;0,03;0,61;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
849;йпюяхбюъ левю, ннн;20,00;8,00;0,00;5,00;0,00;4260000,00;8624000,00;5039000,00;602000,00;2953000,00;3555000,00;5812000,00;0,82;0,49;1,00;0,58;0,07;0,34;0,41;0,67;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
850;йпюямюъ гбегдю, ннн;20,00;28,00;0,00;5,00;0,00;193454000,00;676721000,00;-54138000,00;359854000,00;56603000,00;416457000,00;248899000,00;0,40;0,29;1,00;-0,08;0,53;0,08;0,62;0,37;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
851;йпюямнткнряйюъ, яекэунгюпрекэ;20,00;18,50;0,00;2,00;0,00;27740000,00;51855000,00;40383000,00;5000000,00;181000,00;5181000,00;46017000,00;1,15;0,53;1,00;0,78;0,10;0,00;0,10;0,89;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
852;йпюямши йнлахмюр, ннн;20,00;27,00;0,00;5,00;0,00;63942000,00;141934000,00;102448000,00;8349000,00;803000,00;9152000,00;119618000,00;0,88;0,45;1,00;0,72;0,06;0,01;0,06;0,84;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
853;йпюямши люъй, яой;20,00;21,00;0,00;2,00;0,00;328170000,00;415200000,00;402879000,00;277000,00;2272000,00;2549000,00;164289000,00;0,42;0,79;1,00;0,97;0,00;0,01;0,01;0,40;0,00;0,00;1,00;0,00;0,00;1,00;0,00;0,00;0,00
854;йпюямши пнц, ннн;20,00;28,50;0,00;5,00;0,00;193576000,00;276493000,00;168486000,00;14414000,00;62113000,00;76527000,00;246625000,00;0,91;0,70;1,00;0,61;0,05;0,22;0,28;0,89;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
855;йпюяохбн, ннн;20,00;13,00;0,00;5,00;0,00;7189000,00;7646000,00;515000,00;5798000,00;1285000,00;7083000,00;18026000,00;2,24;0,94;1,00;0,07;0,76;0,17;0,93;2,36;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
856;йпютр, ннн;20,00;4,50;0,00;5,00;0,00;7438000,00;7979000,00;3846000,00;740000,00;3383000,00;4123000,00;4000,00;0,00;0,93;1,00;0,48;0,09;0,42;0,52;0,00;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
857;йпеякю 54, ннн;20,00;3,50;0,00;5,00;0,00;2637000,00;2637000,00;1992000,00;345000,00;290000,00;635000,00;4478000,00;1,84;1,00;1,00;0,76;0,13;0,11;0,24;1,70;0,00;0,00;1,00;0,00;0,00;0,00;0,00;0,00;1,00
